Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 4-year-old boy is brought in by his grandmother for worsening seizure activity.,0,2,39.08906983965411,A 4-year-old boy is brought in by his grandmother for worsening seizure activity.,176,MedBullets df_op4 Q177,B,She says that his first seizure occurred 1 year ago.,2,2
She reports that occasionally he “suddenly drops” when running around the house.,1,3,38.94119994255298,She reports that occasionally he “suddenly drops” when running around the house.,176,MedBullets df_op4 Q177,B,"Since then, he has been on valproic acid but the seizure activity remains unchanged.",3,3
She says that his first seizure occurred 1 year ago.,2,8,12.458741504698992,She says that his first seizure occurred 1 year ago.,176,MedBullets df_op4 Q177,B,A physical exam is significant for lack of response to auditory stimulation.,8,8
"Since then, he has been on valproic acid but the seizure activity remains unchanged.",3,5,34.52601665065437,"Since then, he has been on valproic acid but the seizure activity remains unchanged.",176,MedBullets df_op4 Q177,B,"Since then, the seizure activity has increased and the daycare facility also noted concerns over his lack of response to voice commands.",5,5
He was recently enrolled in daycare because she could no longer care for him full-time.,4,7,13.195642843591507,He was recently enrolled in daycare because she could no longer care for him full-time.,176,MedBullets df_op4 Q177,B,"His temperature is 98.6°F (37°C), blood pressure is 105/52 mmHg, pulse is 110/min, and respirations are 25/min.",7,7
"Since then, the seizure activity has increased and the daycare facility also noted concerns over his lack of response to voice commands.",5,0,55.21499079513223,"Since then, the seizure activity has increased and the daycare facility also noted concerns over his lack of response to voice commands.",176,MedBullets df_op4 Q177,B,A 4-year-old boy is brought in by his grandmother for worsening seizure activity.,0,0
Family history is significant for a cousin who died suddenly at a young age.,6,6,23.12750155976705,Family history is significant for a cousin who died suddenly at a young age.,176,MedBullets df_op4 Q177,B,Family history is significant for a cousin who died suddenly at a young age.,6,6
"His temperature is 98.6°F (37°C), blood pressure is 105/52 mmHg, pulse is 110/min, and respirations are 25/min.",7,1,46.6043298290209,"His temperature is 98.6°F (37°C), blood pressure is 105/52 mmHg, pulse is 110/min, and respirations are 25/min.",176,MedBullets df_op4 Q177,B,She reports that occasionally he “suddenly drops” when running around the house.,1,1
A physical exam is significant for lack of response to auditory stimulation.,8,10,0.0,A physical exam is significant for lack of response to auditory stimulation.,176,MedBullets df_op4 Q177,B,An ECG is shown in Figure A.,10,10
"An EEG is performed, which is unrevealing.",9,12,0.0,"An EEG is performed, which is unrevealing.",176,MedBullets df_op4 Q177,B,An ECG is quickly performed and is shown in Figure B.,12,12
An ECG is shown in Figure A.,10,11,0.0,An ECG is shown in Figure A.,176,MedBullets df_op4 Q177,B,The patient is then startled when a door is closed quickly and he suddenly loses consciousness.,11,11
The patient is then startled when a door is closed quickly and he suddenly loses consciousness.,11,4,37.870692054939504,The patient is then startled when a door is closed quickly and he suddenly loses consciousness.,176,MedBullets df_op4 Q177,B,He was recently enrolled in daycare because she could no longer care for him full-time.,4,4
An ECG is quickly performed and is shown in Figure B.,12,9,8.787145516124681,An ECG is quickly performed and is shown in Figure B.,176,MedBullets df_op4 Q177,B,"An EEG is performed, which is unrevealing.",9,9
