Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 69-year-old man presents to his primary care physician for a general checkup.,0,8,11.788351040926482,A 69-year-old man presents to his primary care physician for a general checkup.,147,MedBullets df_op4 Q148,D,"In addition, he complains of a cut on his scalp that is not seeming to heal.",8,8
The patient works as a farmer and gardens in his spare time.,1,6,14.863167387039484,The patient works as a farmer and gardens in his spare time.,147,MedBullets df_op4 Q148,D,The patient is sent home and instructed to keep a blood glucose journal.,6,6
He has a medical history of poorly managed type 2 diabetes mellitus and irritable bowel syndrome.,2,3,34.07541596516967,He has a medical history of poorly managed type 2 diabetes mellitus and irritable bowel syndrome.,147,MedBullets df_op4 Q148,D,"His current medications include lisinopril, metformin, insulin, fiber supplements, and a multivitamin.",3,3
"His current medications include lisinopril, metformin, insulin, fiber supplements, and a multivitamin.",3,0,39.56081976900765,"His current medications include lisinopril, metformin, insulin, fiber supplements, and a multivitamin.",147,MedBullets df_op4 Q148,D,A 69-year-old man presents to his primary care physician for a general checkup.,0,0
"On physical exam, there is a calm, obese gentleman.",4,4,22.88257644443503,"On physical exam, there is a calm, obese gentleman.",147,MedBullets df_op4 Q148,D,"On physical exam, there is a calm, obese gentleman.",4,4
Inspection of the patient's scalp reveals the finding shown in Figure A.,5,2,35.95812760902156,Inspection of the patient's scalp reveals the finding shown in Figure A.,147,MedBullets df_op4 Q148,D,He has a medical history of poorly managed type 2 diabetes mellitus and irritable bowel syndrome.,2,2
The patient is sent home and instructed to keep a blood glucose journal.,6,11,0.0,The patient is sent home and instructed to keep a blood glucose journal.,147,MedBullets df_op4 Q148,D,"On inspection of the patient's scalp, the finding in Figure B is noted.",11,11
"Three months later, the patient returns with his glucose journal.",7,9,10.941729967098873,"Three months later, the patient returns with his glucose journal.",147,MedBullets df_op4 Q148,D,The patient's glucose journal reveals an average blood glucose of 175 mg/dL.,9,9
"In addition, he complains of a cut on his scalp that is not seeming to heal.",8,5,18.029368783026182,"In addition, he complains of a cut on his scalp that is not seeming to heal.",147,MedBullets df_op4 Q148,D,Inspection of the patient's scalp reveals the finding shown in Figure A.,5,5
The patient's glucose journal reveals an average blood glucose of 175 mg/dL.,9,7,13.479012018759756,The patient's glucose journal reveals an average blood glucose of 175 mg/dL.,147,MedBullets df_op4 Q148,D,"Three months later, the patient returns with his glucose journal.",7,7
"His temperature is 98.8°F (37.1°C), blood pressure is 134/86 mmHg, pulse is 80/min, and respirations are 13/min.",10,1,38.23657468481492,"His temperature is 98.8°F (37.1°C), blood pressure is 134/86 mmHg, pulse is 80/min, and respirations are 13/min.",147,MedBullets df_op4 Q148,D,The patient works as a farmer and gardens in his spare time.,1,1
"On inspection of the patient's scalp, the finding in Figure B is noted.",11,10,7.599126763768665,"On inspection of the patient's scalp, the finding in Figure B is noted.",147,MedBullets df_op4 Q148,D,"His temperature is 98.8°F (37.1°C), blood pressure is 134/86 mmHg, pulse is 80/min, and respirations are 13/min.",10,10
