Sentence_x,sentence_ID,Original_Position,Score,Source,row_index,QA_ID,Extracted_Answer,Sentence_y,sentence_ID_x,sentence_ID_y
A 27-year-old G1P0000 woman presents to her obstetrician’s office at 24 weeks gestation complaining of new hair growth on her upper lip.,0,0,47.34455712719937,A 27-year-old G1P0000 woman presents to her obstetrician’s office at 24 weeks gestation complaining of new hair growth on her upper lip.,107,MedBullets df_op4 Q108,,A 27-year-old G1P0000 woman presents to her obstetrician’s office at 24 weeks gestation complaining of new hair growth on her upper lip.,0,0
She now needs to shave her face every day or else thick hair appears.,1,9,0.0,She now needs to shave her face every day or else thick hair appears.,107,MedBullets df_op4 Q108,,Transvaginal ultrasound is performed and shown in Figure A.,9,9
She also has worsening acne that started several weeks ago.,2,3,8.098739624023438,She also has worsening acne that started several weeks ago.,107,MedBullets df_op4 Q108,,"Her pregnancy thus far has been complicated by gestational diabetes, which is managed by diet and exercise.",3,3
"Her pregnancy thus far has been complicated by gestational diabetes, which is managed by diet and exercise.",3,1,26.181779445872785,"Her pregnancy thus far has been complicated by gestational diabetes, which is managed by diet and exercise.",107,MedBullets df_op4 Q108,,She now needs to shave her face every day or else thick hair appears.,1,1
She has a male fetus based on her 20 week anatomy ultrasound.,4,6,0.8856876893470768,She has a male fetus based on her 20 week anatomy ultrasound.,107,MedBullets df_op4 Q108,,"The patient’s temperature is 98.5°F (36.9°C), blood pressure is 121/76 mmHg, pulse is 70/min, and respirations are 13/min.",6,6
The patient has a medical history of polycystic ovary syndrome.,5,8,0.0,The patient has a medical history of polycystic ovary syndrome.,107,MedBullets df_op4 Q108,,A pelvic exam reveals an unremarkable closed cervix and a right-sided adnexal mass without tenderness.,8,8
"The patient’s temperature is 98.5°F (36.9°C), blood pressure is 121/76 mmHg, pulse is 70/min, and respirations are 13/min.",6,4,7.407873934982693,"The patient’s temperature is 98.5°F (36.9°C), blood pressure is 121/76 mmHg, pulse is 70/min, and respirations are 13/min.",107,MedBullets df_op4 Q108,,She has a male fetus based on her 20 week anatomy ultrasound.,4,4
"The cardiopulmonary exam is normal, and the patient’s abdomen has a fundal height of 31 cm.",7,5,4.053479327368412,"The cardiopulmonary exam is normal, and the patient’s abdomen has a fundal height of 31 cm.",107,MedBullets df_op4 Q108,,The patient has a medical history of polycystic ovary syndrome.,5,5
A pelvic exam reveals an unremarkable closed cervix and a right-sided adnexal mass without tenderness.,8,2,19.42947666302308,A pelvic exam reveals an unremarkable closed cervix and a right-sided adnexal mass without tenderness.,107,MedBullets df_op4 Q108,,She also has worsening acne that started several weeks ago.,2,2
Transvaginal ultrasound is performed and shown in Figure A.,9,7,0.1926973024091601,Transvaginal ultrasound is performed and shown in Figure A.,107,MedBullets df_op4 Q108,,"The cardiopulmonary exam is normal, and the patient’s abdomen has a fundal height of 31 cm.",7,7
