QA_ID,Mean_Score,Std_Score,Extracted_Answer,Upper_Threshold,Lower_Threshold,Highly Relevant,Low Relevant,Irrelevant,QA_Index,Ground_Truth_Answer,Answer_Match
MedBullets_df_op4_Q1,0.0,0.0,B,0.0,0.0,0.0,0.0,1.0,0,C,False
MedBullets_df_op4_Q2,31.92748628109924,21.444823815925364,C,53.37231009702461,10.482662465173878,0.2222222222222222,0.7777777777777778,0.0,1,B,False
MedBullets_df_op4_Q3,45.347794817473066,47.929126198970806,D,93.27692101644388,-2.5813313814977406,0.25,0.375,0.375,2,A,False
MedBullets_df_op4_Q4,29.398547665197242,22.186412791216323,A,51.58496045641357,7.212134873980919,0.25,0.75,0.0,3,D,False
MedBullets_df_op4_Q5,38.94342918274864,43.41700122374675,A,82.3604304064954,-4.473572040998114,0.18181818181818182,0.6363636363636364,0.18181818181818182,4,A,True
MedBullets_df_op4_Q6,38.62766486375737,31.06978132272063,B,69.697446186478,7.5578835410367375,0.14285714285714285,0.7142857142857143,0.14285714285714285,5,C,False
MedBullets_df_op4_Q7,44.48252272543107,31.965778233329566,C,76.44830095876063,12.516744492101502,0.14285714285714285,0.8571428571428571,0.0,6,C,True
MedBullets_df_op4_Q8,4.680776609460678,9.292681779827054,NONE,13.973458389287732,-4.611905170366376,0.18181818181818182,0.09090909090909091,0.7272727272727273,7,B,False
MedBullets_df_op4_Q9,30.56329142828064,25.27144318635323,NONE,55.834734614633874,5.291848241927408,0.25,0.75,0.0,8,A,False
MedBullets_df_op4_Q11,7.979385431275836,16.171874513883225,NONE,24.15125994515906,-8.192489082607388,0.09090909090909091,0.45454545454545453,0.45454545454545453,10,A,False
MedBullets_df_op4_Q12,33.34411511785493,19.78823369837544,A,53.132348816230376,13.555881419479494,0.2,0.8,0.0,11,C,False
MedBullets_df_op4_Q13,37.795995091710786,33.118963792746996,A,70.91495888445777,4.67703129896379,0.25,0.5,0.25,12,D,False
MedBullets_df_op4_Q15,35.06659518086891,27.06417229336417,A,62.13076747423308,8.00242288750474,0.125,0.75,0.125,14,B,False
MedBullets_df_op4_Q16,41.596203190270295,35.79031368756506,A,77.38651687783536,5.805889502705234,0.16666666666666666,0.6666666666666666,0.16666666666666666,15,C,False
MedBullets_df_op4_Q17,30.59499599666336,36.83101873378767,B,67.42601473045103,-6.236022737124312,0.2857142857142857,0.2857142857142857,0.42857142857142855,16,A,False
MedBullets_df_op4_Q19,25.95160613247787,18.329546082356714,B,44.281152214834584,7.622060050121156,0.2857142857142857,0.7142857142857143,0.0,18,A,False
MedBullets_df_op4_Q20,64.07254215155449,38.05440993710201,A,102.1269520886565,26.01813221445248,0.2,0.8,0.0,19,D,False
MedBullets_df_op4_Q21,21.851657748792107,36.0993286217534,D,57.95098637054551,-14.247670872961294,0.2222222222222222,0.2222222222222222,0.5555555555555556,20,A,False
MedBullets_df_op4_Q22,24.534827593089698,21.557110406943547,B,46.091938000033245,2.977717186146151,0.2222222222222222,0.5555555555555556,0.2222222222222222,21,A,False
MedBullets_df_op4_Q23,39.05065772107793,59.51704867990431,C,98.56770640098225,-20.46639095882638,0.1,0.7,0.2,22,D,False
MedBullets_df_op4_Q24,36.27287818460482,16.32225206204022,C,52.59513024664504,19.9506261225646,0.125,0.875,0.0,23,D,False
MedBullets_df_op4_Q25,44.42163727757474,31.186588875179712,D,75.60822615275445,13.235048402395027,0.25,0.75,0.0,24,C,False
MedBullets_df_op4_Q26,17.08153418347541,19.132301682707737,D,36.213835866183146,-2.050767499232329,0.08333333333333333,0.6666666666666666,0.25,25,C,False
MedBullets_df_op4_Q27,27.988078567663965,30.751257236056425,A,58.739335803720394,-2.7631786683924595,0.1111111111111111,0.7777777777777778,0.1111111111111111,26,A,True
MedBullets_df_op4_Q28,47.504227630295695,29.63992994596533,A,77.14415757626102,17.864297684330364,0.2,0.6,0.2,27,A,True
MedBullets_df_op4_Q30,2.3675642250827877,6.779886673610621,NONE,9.147450898693409,-4.412322448527833,0.1,0.1,0.8,29,A,False
MedBullets_df_op4_Q31,70.48170476286603,23.199394259937325,D,93.68109902280335,47.28231050292871,0.0,1.0,0.0,30,A,False
MedBullets_df_op4_Q32,11.837658223136238,21.7198373652449,NONE,33.55749558838114,-9.882179142108662,0.2222222222222222,0.1111111111111111,0.6666666666666666,31,A,False
MedBullets_df_op4_Q33,38.186837337492186,30.03492278061745,D,68.22176011810964,8.151914556874736,0.14285714285714285,0.7142857142857143,0.14285714285714285,32,D,True
MedBullets_df_op4_Q34,29.234104711519933,17.330931187626188,A,46.565035899146125,11.903173523893745,0.3,0.6,0.1,33,B,False
MedBullets_df_op4_Q35,10.431691257897647,17.003718822988056,NONE,27.435410080885703,-6.5720275650904085,0.1111111111111111,0.3333333333333333,0.5555555555555556,34,B,False
MedBullets_df_op4_Q36,19.578692580269493,28.794513732274236,NONE,48.37320631254373,-9.215821152004743,0.125,0.5,0.375,35,B,False
MedBullets_df_op4_Q38,20.367750767534996,39.967424929286985,NONE,60.33517569682198,-19.599674161751988,0.2222222222222222,0.1111111111111111,0.6666666666666666,37,A,False
MedBullets_df_op4_Q39,20.28953468059389,25.518921050366377,D,45.80845573096026,-5.229386369772488,0.18181818181818182,0.5454545454545454,0.2727272727272727,38,C,False
MedBullets_df_op4_Q40,68.91571179978703,39.31733345231301,A,108.23304525210004,29.598378347474025,0.2,0.8,0.0,39,A,True
MedBullets_df_op4_Q41,38.708165682394814,36.63342881167325,B,75.34159449406806,2.0747368707215657,0.25,0.625,0.125,40,A,False
MedBullets_df_op4_Q42,33.776667714640126,29.07036316302543,B,62.84703087766556,4.706304551614696,0.14285714285714285,0.7142857142857143,0.14285714285714285,41,B,True
MedBullets_df_op4_Q44,43.236704418859226,30.946415008031508,A,74.18311942689073,12.290289410827718,0.14285714285714285,0.8571428571428571,0.0,43,D,False
MedBullets_df_op4_Q47,37.109426070791784,37.44201201117093,A,74.55143808196271,-0.3325859403791469,0.3333333333333333,0.5555555555555556,0.1111111111111111,46,D,False
MedBullets_df_op4_Q48,23.6775457881486,40.176841264757336,NONE,63.854387052905935,-16.499295476608737,0.125,0.25,0.625,47,C,False
MedBullets_df_op4_Q49,45.10142911406655,20.045113217068987,A,65.14654233113554,25.05631589699756,0.16666666666666666,0.8333333333333334,0.0,48,C,False
MedBullets_df_op4_Q50,51.49389546177939,25.074336562935397,D,76.56823202471479,26.41955889884399,0.2857142857142857,0.7142857142857143,0.0,49,D,True
MedBullets_df_op4_Q51,51.66898012840857,41.28431203700514,NONE,92.9532921654137,10.384668091403434,0.2222222222222222,0.6666666666666666,0.1111111111111111,50,C,False
MedBullets_df_op4_Q53,26.205749172891064,21.364187492994425,C,47.56993666588549,4.841561679896639,0.25,0.625,0.125,52,C,True
MedBullets_df_op4_Q54,36.72227638742325,31.687810668986963,A,68.41008705641022,5.034465718436287,0.1,0.8,0.1,53,D,False
MedBullets_df_op4_Q55,17.75841711825043,25.870295297936988,NONE,43.62871241618742,-8.111878179686556,0.14285714285714285,0.42857142857142855,0.42857142857142855,54,B,False
MedBullets_df_op4_Q56,14.2533176776494,28.297348979304644,NONE,42.55066665695404,-14.044031301655243,0.125,0.375,0.5,55,D,False
MedBullets_df_op4_Q57,25.082254902220686,39.69628249868011,A,64.7785374009008,-14.614027596459426,0.16666666666666666,0.5,0.3333333333333333,56,B,False
MedBullets_df_op4_Q58,37.39003323029836,31.30891752698191,A,68.69895075728027,6.081115703316446,0.2222222222222222,0.6666666666666666,0.1111111111111111,57,C,False
MedBullets_df_op4_Q59,24.437325272627174,19.344466170255686,B,43.78179144288286,5.092859102371488,0.18181818181818182,0.6363636363636364,0.18181818181818182,58,C,False
MedBullets_df_op4_Q60,44.28132836214715,37.33504026742809,C,81.61636862957525,6.946288094719058,0.125,0.75,0.125,59,C,True
MedBullets_df_op4_Q61,2.914782278839687,6.05287487625806,C,8.967657155097747,-3.138092597418373,0.2,0.1,0.7,60,D,False
MedBullets_df_op4_Q62,32.81712375489614,29.550250310223905,A,62.367374065120046,3.266873444672232,0.14285714285714285,0.5714285714285714,0.2857142857142857,61,C,False
MedBullets_df_op4_Q63,34.75317783867179,33.18451642434542,A,67.9376942630172,1.568661414326371,0.18181818181818182,0.6363636363636364,0.18181818181818182,62,A,True
MedBullets_df_op4_Q64,11.345094452483604,16.922339461078185,NONE,28.26743391356179,-5.577245008594581,0.2,0.4,0.4,63,A,False
MedBullets_df_op4_Q65,34.27845910287901,26.587105956222302,A,60.865565059101314,7.691353146656709,0.14285714285714285,0.7142857142857143,0.14285714285714285,64,A,True
MedBullets_df_op4_Q66,10.774891444647837,18.918411793683138,NONE,29.693303238330977,-8.1435203490353,0.09090909090909091,0.36363636363636365,0.5454545454545454,65,D,False
MedBullets_df_op4_Q67,37.5637930477876,37.348195032193146,D,74.91198807998074,0.2155980155944519,0.14285714285714285,0.42857142857142855,0.42857142857142855,66,C,False
MedBullets_df_op4_Q68,59.2511532299561,47.03160502997892,D,106.28275825993502,12.219548199977183,0.25,0.75,0.0,67,B,False
MedBullets_df_op4_Q69,11.848325034643919,18.000120525321258,NONE,29.848445559965178,-6.151795490677339,0.16666666666666666,0.3333333333333333,0.5,68,D,False
MedBullets_df_op4_Q70,31.396523280930566,93.34552175450824,B,124.7420450354388,-61.948998473577674,0.06666666666666667,0.26666666666666666,0.6666666666666666,69,D,False
MedBullets_df_op4_Q71,27.10563963090565,28.124856772851768,A,55.230496403757414,-1.0192171419461182,0.2727272727272727,0.45454545454545453,0.2727272727272727,70,B,False
MedBullets_df_op4_Q72,63.41149975547258,35.49811108533801,D,98.90961084081059,27.913388670134573,0.0,0.8333333333333334,0.16666666666666666,71,D,True
MedBullets_df_op4_Q73,18.851853049555857,17.68502737263689,B,36.536880422192745,1.1668256769189682,0.2,0.6,0.2,72,C,False
MedBullets_df_op4_Q74,46.57194142493667,21.884787885842563,D,68.45672931077922,24.687153539094105,0.125,0.75,0.125,73,C,False
MedBullets_df_op4_Q75,35.96262539402621,13.870528388168385,NONE,49.8331537821946,22.092097005857827,0.0,1.0,0.0,74,A,False
MedBullets_df_op4_Q76,33.87363768747013,21.09050293017867,B,54.964140617648795,12.78313475729146,0.2,0.7,0.1,75,D,False
MedBullets_df_op4_Q77,25.70993809654833,28.858266159560497,B,54.56820425610883,-3.1483280630121655,0.125,0.625,0.25,76,A,False
MedBullets_df_op4_Q78,31.385803492244822,16.24005648907709,B,47.62585998132191,15.145747003167731,0.3,0.7,0.0,77,B,True
MedBullets_df_op4_Q79,20.905498192348045,12.314252711008486,C,33.21975090335653,8.59124548133956,0.14285714285714285,0.7142857142857143,0.14285714285714285,78,A,False
MedBullets_df_op4_Q80,17.421003008565076,23.2115849709757,NONE,40.63258797954077,-5.790581962410624,0.2,0.3,0.5,79,C,False
MedBullets_df_op4_Q81,29.715947783425552,19.83069143463016,A,49.54663921805572,9.88525634879539,0.2,0.8,0.0,80,D,False
MedBullets_df_op4_Q82,22.08474580554108,19.4266786373647,A,41.51142444290578,2.6580671681763803,0.07692307692307693,0.6923076923076923,0.23076923076923078,81,D,False
MedBullets_df_op4_Q83,24.151722498055307,30.838667430975,A,54.99038992903031,-6.686944932919694,0.23529411764705882,0.47058823529411764,0.29411764705882354,82,D,False
MedBullets_df_op4_Q84,46.0175235265441,39.70792428535821,D,85.72544781190231,6.309599241185893,0.125,0.875,0.0,83,C,False
MedBullets_df_op4_Q85,19.194351251619324,26.025212262780027,NONE,45.219563514399354,-6.830861011160703,0.2,0.3,0.5,84,B,False
MedBullets_df_op4_Q86,10.448938754286521,13.094211283764675,NONE,23.543150038051195,-2.645272529478154,0.2222222222222222,0.2222222222222222,0.5555555555555556,85,B,False
MedBullets_df_op4_Q87,20.96882678816027,20.358295622515573,D,41.32712241067584,0.6105311656446979,0.08333333333333333,0.8333333333333334,0.08333333333333333,86,B,False
MedBullets_df_op4_Q88,17.842962465797168,20.894371313014087,D,38.737333778811255,-3.051408847216919,0.125,0.625,0.25,87,A,False
MedBullets_df_op4_Q89,8.69676488688813,12.637967808140573,NONE,21.334732695028706,-3.941202921252442,0.25,0.16666666666666666,0.5833333333333334,88,D,False
MedBullets_df_op4_Q90,21.817988746624447,24.797730892349005,D,46.61571963897345,-2.9797421457245576,0.14285714285714285,0.5714285714285714,0.2857142857142857,89,A,False
MedBullets_df_op4_Q91,48.58509117124961,32.97150681039489,D,81.5565979816445,15.613584360854716,0.3333333333333333,0.6666666666666666,0.0,90,A,False
MedBullets_df_op4_Q92,46.50841165784119,36.12393231322289,A,82.63234397106407,10.384479344618299,0.125,0.875,0.0,91,A,True
MedBullets_df_op4_Q93,27.80224259983783,17.923428633267083,A,45.72567123310491,9.878813966570746,0.1111111111111111,0.6666666666666666,0.2222222222222222,92,B,False
MedBullets_df_op4_Q94,22.874770395459812,18.433955427190632,NONE,41.308725822650445,4.44081496826918,0.25,0.625,0.125,93,D,False
MedBullets_df_op4_Q95,25.085175213921367,25.50464594916631,A,50.58982116308768,-0.4194707352449427,0.18181818181818182,0.6363636363636364,0.18181818181818182,94,A,True
MedBullets_df_op4_Q96,47.66496513355838,42.80738843361839,A,90.47235356717678,4.85757669993999,0.3333333333333333,0.5,0.16666666666666666,95,C,False
MedBullets_df_op4_Q97,26.162707844536236,23.40809928603346,C,49.57080713056969,2.7546085585027775,0.18181818181818182,0.6363636363636364,0.18181818181818182,96,B,False
MedBullets_df_op4_Q98,37.33981282440744,31.201210313078736,C,68.54102313748618,6.138602511328703,0.1111111111111111,0.8888888888888888,0.0,97,B,False
MedBullets_df_op4_Q99,31.158683186784266,26.794558870405687,C,57.953242057189954,4.364124316378579,0.25,0.625,0.125,98,C,True
MedBullets_df_op4_Q100,30.070169226425506,27.185327117809432,D,57.25549634423494,2.8848421086160734,0.18181818181818182,0.6363636363636364,0.18181818181818182,99,B,False
MedBullets_df_op4_Q101,15.339155644902096,23.476464346740634,NONE,38.815619991642734,-8.137308701838538,0.1111111111111111,0.4444444444444444,0.4444444444444444,100,B,False
MedBullets_df_op4_Q102,43.64188394022825,44.837250035354316,A,88.47913397558256,-1.1953660951260687,0.2857142857142857,0.7142857142857143,0.0,101,D,False
