Score,Source,row_index,QA_ID,Extracted_Answer
42.322712905743685,A physical exam demonstrates well-perfused skin but is notable for the facial features shown in Figure A.,146,MedBullets df_op4 Q147,B
35.79867096617818,"After 15 minutes, he attempts to nurse for the 1st time.",146,MedBullets df_op4 Q147,B
35.48889028701138,"The neonate’s prenatal course was unremarkable, and his mother has a medical history of asthma with occasional albuterol inhaler use.",146,MedBullets df_op4 Q147,B
32.99267621822617,"His temperature is 98.2°F (36.7°C), pulse is 130/min, respirations are 45/min, and oxygen saturation is 97% on room air.",146,MedBullets df_op4 Q147,B
32.011743339710456,"His mother notices that his face, chest, and extremities turn dusky blue during nursing.",146,MedBullets df_op4 Q147,B
25.28942370016051,"When she removes him from her breast, he begins to cry and his color improves.",146,MedBullets df_op4 Q147,B
14.601533565778647,She also notes that he seems to be snoring loudly and breathing very quickly.,146,MedBullets df_op4 Q147,B
14.23810844567518,A 32-year-old G1P0 woman delivers a boy at 40 weeks and 3 days of gestation.,146,MedBullets df_op4 Q147,B
0.0,"As the infant is resting, vital signs are taken.",146,MedBullets df_op4 Q147,B
-0.0,The delivery is uncomplicated and the neonate has Apgar scores of 9 and 9 at 1 and 5 minutes respectively.,146,MedBullets df_op4 Q147,B
