Score,Source,row_index,QA_ID,Extracted_Answer
64.13506216365056,There is a 3 x 5 cm green-blue area of ecchymosis on the lateral aspect of his left knee.,221,MedBullets df_op4 Q222,
31.353396709391646,"He has a medical history of hypertension, glaucoma, and osteoarthritis in his left knee that requires him to walk with a cane.",221,MedBullets df_op4 Q222,
29.047023495370425,A CT of the head without contrast is performed and shown in Figure A.,221,MedBullets df_op4 Q222,
19.293479919433594,The patient also could not remember what day of the week it was and he was out of groceries and likely had been for several days when visited.,221,MedBullets df_op4 Q222,
14.013312357662516,"The patient is lethargic but arousable, oriented only to person, and disheveled.",221,MedBullets df_op4 Q222,
3.00450713656838,"While she was talking to him, he fell asleep and was difficult to rouse.",221,MedBullets df_op4 Q222,
2.8038087028337597,"Neurologic exam reveals intact cranial nerves, 1+ deep tendon reflexes throughout, and 4/5 strength in all extremities.",221,MedBullets df_op4 Q222,
0.0,"His temperature is 98.5° F (36.9° C), blood pressure is 122/74 mmHg, pulse is 75/min, and respirations are 14/min.",221,MedBullets df_op4 Q222,
0.0,The patient is unable to provide a clear history.,221,MedBullets df_op4 Q222,
0.0,"He takes hydrochlorothiazide, timolol eyedrops, and occasional acetaminophen.",221,MedBullets df_op4 Q222,
0.0,The patient initially became less talkative than usual before starting to confuse her with her sister.,221,MedBullets df_op4 Q222,
0.0,An 83-year-old man is brought to the emergency department by his daughter due to confusion over the last 2 weeks.,221,MedBullets df_op4 Q222,
