Score,Source,row_index,QA_ID,Extracted_Answer
45.456331975758076,"This morning, she was unable to close her mouth for several minutes after taking a bite of her breakfast.",196,MedBullets df_op4 Q197,C
42.852200513952056,The gram stain of the exudate can be seen in Figure A.,196,MedBullets df_op4 Q197,C
26.58364639651422,"On physical exam, there is a bluish hue to the skin on the lower left side of the patient’s face.",196,MedBullets df_op4 Q197,C
24.338883442022116,Thick exudate is draining from an opening in the skin.,196,MedBullets df_op4 Q197,C
23.56317751554175,A 38-year-old woman presents to the emergency department with difficulty eating.,196,MedBullets df_op4 Q197,C
18.80847178813517,She has never smoked and has 10-15 alcoholic drinks per week.,196,MedBullets df_op4 Q197,C
17.933057645720147,"Her temperature is 100.8°F (38.2°C), blood pressure is 133/74 mmHg, pulse is 105/min, and respirations are 14/min.",196,MedBullets df_op4 Q197,C
15.530276824038317,"Her medical history is significant for hyperlipidemia, mild intermittent asthma, and type 2 diabetes mellitus.",196,MedBullets df_op4 Q197,C
15.394801785832998,"Over the past week, she has had increasing difficulty chewing her food and progressive pain in the left side of her jaw.",196,MedBullets df_op4 Q197,C
13.68513994203115,"Two months ago, the patient had a root canal on a left molar.",196,MedBullets df_op4 Q197,C
12.249649334667266,A 3x4 cm non-tender mass can be palpated inferior to the angle of the left mandible.,196,MedBullets df_op4 Q197,C
2.0152944055960096,She works as an aide at a nursing home.,196,MedBullets df_op4 Q197,C
