Score,Source,row_index,QA_ID,Extracted_Answer
90.89355647563934,The child was born at 39 weeks gestation to a 34-year-old G2P2 mother by vacuum-assisted vaginal delivery after prolonged labor.,154,MedBullets df_op4 Q155,B
86.4310107983656,He has a 3x3 cm fluctuant swelling over the right parietal bone that does not cross the midline.,154,MedBullets df_op4 Q155,B
72.11147418310118,"His temperature is 98.6°F (37°C), blood pressure is 65/42 mmHg, pulse is 131/min, and respirations are 36/min.",154,MedBullets df_op4 Q155,B
53.28502587712349,All prenatal screening was normal and the 20-week anatomy ultrasound was unremarkable.,154,MedBullets df_op4 Q155,B
48.80496905418907,"His birth weight was 3.8 kg (8.4 lb) and his length and head circumference are at the 40th and 60th percentiles, respectively.",154,MedBullets df_op4 Q155,B
44.904697933122094,A 6-hour-old newborn boy is noted to have a “lump on his head” by his mother.,154,MedBullets df_op4 Q155,B
30.142165136305763,The mother was diagnosed during this pregnancy with gestational diabetes mellitus and received prenatal care throughout.,154,MedBullets df_op4 Q155,B
18.9871610744503,She denies that the lump was present at birth and is concerned about an infection.,154,MedBullets df_op4 Q155,B
10.317301593233212,"On physical exam, the child is in no acute distress.",154,MedBullets df_op4 Q155,B
9.899199965456017,There is no discoloration of the overlying scalp.,154,MedBullets df_op4 Q155,B
