Score,Source,row_index,QA_ID,Extracted_Answer
67.98922919124118,"This morning she was minimally responsive, vomited several times, and produced a small amount of dark cloudy urine.",1,MedBullets df_op4 Q2,C
61.72585694837024,"Her temperature is 99.5°F (37.5°C), blood pressure is 60/35 mmHg, pulse is 190/min, respirations are 33/min, and oxygen saturation is 98% on room air.",1,MedBullets df_op4 Q2,C
52.64407719877965,Her parents are divorced and her father has noted she does not seem to get sick when he takes care of her.,1,MedBullets df_op4 Q2,C
37.87060769976734,She presented with similar symptoms 6 weeks ago and was treated for an Escherchia coli infection.,1,MedBullets df_op4 Q2,C
29.33792542604261,A 9-year-old girl presents to the emergency department with a fever and a change in her behavior.,1,MedBullets df_op4 Q2,C
26.4201830080223,"Her mother says that last night her daughter felt ill, and her condition has been worsening.",1,MedBullets df_op4 Q2,C
23.600016518037386,She is currently up to date on her vaccinations and did not have infections during early childhood.,1,MedBullets df_op4 Q2,C
22.797348462934355,"The patient is started on intravenous fluids, vasopressors, and broad-spectrum antibiotics.",1,MedBullets df_op4 Q2,C
22.79713074117899,She also was treated for a urinary tract infection 10 weeks ago.,1,MedBullets df_op4 Q2,C
3.437389469507547,The patient was born at 39 weeks and met all her developmental milestones.,1,MedBullets df_op4 Q2,C
2.582584428210053,Her daughter experienced a severe headache and had a stiff neck.,1,MedBullets df_op4 Q2,C
