Score,Source,row_index,QA_ID,Extracted_Answer
63.058992689582105,He drinks 2-7 alcoholic drinks per day and has smoked 2 packs of cigarettes per day since he was 25.,8,MedBullets df_op4 Q9,
61.940490061083295,"His temperature is 99.5°F (37.5°C), blood pressure is 177/108 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air.",8,MedBullets df_op4 Q9,
49.26798081094725,Physical exam reveals decreased sensation in the right arm and 2/5 strength in the right arm and 5/5 strength in in the left arm.,8,MedBullets df_op4 Q9,
49.16491867289473,The patient states that he is experiencing a dull aching and burning pain in his right arm during the exam.,8,MedBullets df_op4 Q9,
41.41466717486379,A 55-year-old male bodybuilder presents to the emergency department with weakness of his right arm.,8,MedBullets df_op4 Q9,
24.654457166178616,"The patient states he has experienced these symptoms for a few weeks; however, today his hand felt so weak he dropped his cup of tea.",8,MedBullets df_op4 Q9,
8.591068964451551,The patient has a medical history of diabetes.,8,MedBullets df_op4 Q9,
5.688315665213907,He has lost 17 pounds since he last came to the emergency department 1 month ago.,8,MedBullets df_op4 Q9,
1.416447719645119,Symptoms are not changed with changes in head and neck position.,8,MedBullets df_op4 Q9,
0.4355753579460448,The patient uses anabolic steroids.,8,MedBullets df_op4 Q9,
