QA_ID,Mean_Score,Std_Score,Extracted_Answer,Upper_Threshold,Lower_Threshold,Highly Relevant,Low Relevant,Irrelevant,data_source,QA_Index,Ground_Truth_Answer,Answer_Match
Merge_Q1,47.05170634800779,41.58616086368373,A,88.63786721169151,5.4655454843240605,0.14285714285714285,0.7142857142857143,0.14285714285714285,medxpert,0,D,False
Merge_Q2,38.87694246116722,35.293395875421254,A,74.17033833658847,3.583546585745964,0.16666666666666666,0.6666666666666666,0.16666666666666666,medxpert,1,C,False
Merge_Q3,19.71373750523868,25.469120038278305,D,45.18285754351699,-5.755382533039626,0.17647058823529413,0.4117647058823529,0.4117647058823529,medxpert,2,D,True
Merge_Q4,40.32383930043893,33.031020548502966,D,73.35485984894189,7.292818751935961,0.2857142857142857,0.5714285714285714,0.14285714285714285,medxpert,3,C,False
Merge_Q5,43.08289748925144,38.06314642092516,C,81.14604391017659,5.019751068326279,0.09090909090909091,0.8181818181818182,0.09090909090909091,medxpert,4,B,False
Merge_Q6,31.668828631050307,24.122734962723182,C,55.79156359377349,7.546093668327124,0.25,0.625,0.125,medxpert,5,C,True
Merge_Q7,41.24967862225929,34.211155489173166,C,75.46083411143246,7.038523133086123,0.4,0.6,0.0,jama,6,C,True
Merge_Q8,21.337317640766628,33.61941122462692,B,54.95672886539355,-12.282093583860295,0.07142857142857142,0.5714285714285714,0.35714285714285715,medxpert,7,B,True
Merge_Q9,29.030519179064623,46.33222485395981,C,75.36274403302443,-17.301705674895185,0.15384615384615385,0.3076923076923077,0.5384615384615384,jama,8,B,False
Merge_Q10,24.740719944736647,30.2661230845073,C,55.006843029243946,-5.525403139770653,0.15384615384615385,0.38461538461538464,0.46153846153846156,jama,9,C,True
Merge_Q11,39.79241644843257,38.76012140627643,B,78.552537854709,1.0322950421561359,0.3,0.4,0.3,medbullets,10,B,True
Merge_Q12,31.591662150317088,54.25811832484584,D,85.84978047516293,-22.66645617452875,0.1111111111111111,0.4444444444444444,0.4444444444444444,medxpert,11,D,True
Merge_Q13,33.017889165230486,36.478719439818455,D,69.49660860504895,-3.4608302745879698,0.3,0.4,0.3,mmlu,12,D,True
Merge_Q14,21.55214994078445,23.131432692748614,B,44.683582633533064,-1.5792827519641648,0.15384615384615385,0.5384615384615384,0.3076923076923077,mmlu,13,B,True
Merge_Q15,14.29938252181389,18.29468359361875,C,32.59406611543264,-3.9953010718048603,0.15789473684210525,0.47368421052631576,0.3684210526315789,medxpert,14,D,False
Merge_Q16,30.533248217183665,43.956257042135654,C,74.48950525931932,-13.423008824951989,0.09090909090909091,0.7272727272727273,0.18181818181818182,medbullets,15,B,False
Merge_Q17,37.93719186946412,58.48913231495979,D,96.42632418442392,-20.551940445495667,0.1111111111111111,0.6666666666666666,0.2222222222222222,jama,16,B,False
Merge_Q18,36.88577044619379,24.137461371606037,C,61.023231817799825,12.748309074587752,0.25,0.625,0.125,medbullets,17,A,False
Merge_Q19,23.35867488790501,19.125384480355056,D,42.48405936826006,4.233290407549955,0.18181818181818182,0.6363636363636364,0.18181818181818182,jama,18,D,True
Merge_Q20,10.289124551738544,13.024747460649296,C,23.31387201238784,-2.735622908910752,0.16666666666666666,0.5,0.3333333333333333,medxpert,19,C,True
Merge_Q21,23.245253784053617,21.796497851614095,C,45.04175163566771,1.4487559324395214,0.15384615384615385,0.6153846153846154,0.23076923076923078,medxpert,20,C,True
Merge_Q22,27.80357906598876,33.78757998800151,D,61.59115905399027,-5.984000922012751,0.1875,0.5,0.3125,jama,21,D,True
Merge_Q23,27.37270276846851,44.0702645396846,A,71.44296730815311,-16.69756177121609,0.1111111111111111,0.6666666666666666,0.2222222222222222,medbullets,22,D,False
Merge_Q24,16.310834800921185,18.18219973861462,C,34.493034539535806,-1.8713649376934356,0.23529411764705882,0.6470588235294118,0.11764705882352941,medxpert,23,C,True
Merge_Q25,26.684157813246994,25.648478513399112,B,52.33263632664611,1.0356792998478817,0.2222222222222222,0.6666666666666666,0.1111111111111111,jama,24,B,True
Merge_Q26,31.821044824037163,40.51117813487935,NONE,72.33222295891652,-8.690133310842189,0.2727272727272727,0.36363636363636365,0.36363636363636365,medxpert,25,B,False
Merge_Q27,26.695809778946096,27.17518316481593,C,53.870992943762026,-0.4793733858698346,0.2857142857142857,0.2857142857142857,0.42857142857142855,medxpert,26,C,True
Merge_Q28,14.99459495405366,20.16393751731186,C,35.15853247136552,-5.169342563258201,0.23076923076923078,0.3076923076923077,0.46153846153846156,medxpert,27,D,False
Merge_Q29,15.098824279304951,33.17416700544156,D,48.27299128474651,-18.07534272613661,0.14285714285714285,0.2857142857142857,0.5714285714285714,medxpert,28,B,False
Merge_Q30,48.03076688462163,38.938661330997135,C,86.96942821561876,9.092105553624492,0.2,0.6,0.2,medxpert,29,A,False
Merge_Q31,20.235505424782783,25.164301797753225,B,45.39980722253601,-4.928796372970442,0.3,0.4,0.3,medxpert,30,C,False
Merge_Q32,43.190802167119536,24.38654054743778,C,67.57734271455732,18.804261619681757,0.14285714285714285,0.8571428571428571,0.0,medxpert,31,C,True
Merge_Q33,20.23886739454187,19.380209665183457,D,39.61907705972533,0.8586577293584128,0.2727272727272727,0.5454545454545454,0.18181818181818182,jama,32,D,True
Merge_Q34,12.809725188845729,15.090519747756932,D,27.90024493660266,-2.2807945589112038,0.11764705882352941,0.5294117647058824,0.35294117647058826,jama,33,D,True
Merge_Q35,25.19849358663536,26.616471328191288,C,51.814964914826646,-1.4179777415559265,0.23076923076923078,0.5384615384615384,0.23076923076923078,medxpert,34,C,True
Merge_Q36,31.903173556811456,39.44077990465245,D,71.34395346146391,-7.537606347840995,0.14285714285714285,0.5714285714285714,0.2857142857142857,medxpert,35,D,True
Merge_Q37,26.245818459792176,42.39029021220155,B,68.63610867199372,-16.144471752409373,0.2222222222222222,0.3333333333333333,0.4444444444444444,medxpert,36,C,False
Merge_Q38,28.938200420669066,35.789151804701895,C,64.72735222537096,-6.850951384032829,0.15384615384615385,0.5384615384615384,0.3076923076923077,medxpert,37,C,True
Merge_Q39,29.75246756504039,27.381547554488066,D,57.134015119528456,2.370920010552325,0.25,0.5,0.25,medxpert,38,C,False
Merge_Q40,46.74884864837607,26.97115742527984,B,73.72000607365591,19.777691223096227,0.2857142857142857,0.7142857142857143,0.0,medxpert,39,B,True
Merge_Q41,48.03146882347933,61.65945993648271,B,109.69092875996205,-13.627991113003382,0.1,0.7,0.2,jama,40,B,True
Merge_Q42,28.99227980340532,32.3462340496316,C,61.338513853036915,-3.3539542462262766,0.23076923076923078,0.46153846153846156,0.3076923076923077,medxpert,41,C,True
Merge_Q43,31.62641067518541,23.79993418634073,C,55.42634486152615,7.82647648884468,0.1111111111111111,0.6666666666666666,0.2222222222222222,medxpert,42,C,True
Merge_Q44,32.634527613490235,63.44677931600269,D,96.08130692949292,-30.812251702512455,0.08333333333333333,0.5,0.4166666666666667,medxpert,43,D,True
Merge_Q45,17.44633145343226,16.890718992653667,C,34.337050446085925,0.5556124607785939,0.15384615384615385,0.6923076923076923,0.15384615384615385,medxpert,44,B,False
Merge_Q46,33.7045243684687,23.440905748173318,C,57.14543011664202,10.263618620295379,0.125,0.625,0.25,jama,45,A,False
Merge_Q47,26.90572545330094,38.22403200610171,NONE,65.12975745940264,-11.31830655280077,0.2,0.2,0.6,medxpert,46,A,False
Merge_Q48,24.023920673941927,32.62351971411018,B,56.647440388052104,-8.599599040168254,0.1111111111111111,0.6666666666666666,0.2222222222222222,jama,47,C,False
Merge_Q49,32.451690373469674,31.07671483721711,C,63.528405210686785,1.3749755362525633,0.23076923076923078,0.46153846153846156,0.3076923076923077,medxpert,48,C,True
Merge_Q50,35.87988302203915,31.96886704721382,D,67.84875006925297,3.9110159748253324,0.1,0.7,0.2,jama,49,A,False
Merge_Q51,7.981955100625668,10.783088772694493,C,18.76504387332016,-2.8011336720688247,0.23076923076923078,0.15384615384615385,0.6153846153846154,medxpert,50,C,True
Merge_Q52,12.305539724010684,17.720375579302406,NONE,30.02591530331309,-5.414835855291722,0.13333333333333333,0.3333333333333333,0.5333333333333333,medxpert,51,C,False
Merge_Q53,27.476517275970018,27.98839938465013,D,55.46491666062015,-0.511882108680112,0.14285714285714285,0.42857142857142855,0.42857142857142855,medxpert,52,C,False
Merge_Q54,10.50621056698207,13.299015279582393,C,23.80522584656446,-2.792804712600324,0.06666666666666667,0.4666666666666667,0.4666666666666667,medxpert,53,C,True
Merge_Q55,21.079313125348506,26.372591232865602,C,47.45190435821411,-5.2932781075170965,0.18181818181818182,0.36363636363636365,0.45454545454545453,medxpert,54,A,False
Merge_Q56,15.412354081544612,20.65832413982087,D,36.07067822136548,-5.245970058276258,0.16666666666666666,0.6666666666666666,0.16666666666666666,medxpert,55,C,False
Merge_Q57,16.096702985161357,27.092117417136564,B,43.18882040229792,-10.995414431975206,0.07142857142857142,0.6428571428571429,0.2857142857142857,jama,56,C,False
Merge_Q58,19.613369558788573,22.27817397240399,A,41.89154353119257,-2.6648044136154176,0.09090909090909091,0.6363636363636364,0.2727272727272727,medxpert,57,B,False
Merge_Q59,28.40245196344599,29.3966781779639,B,57.79913014140989,-0.9942262145179086,0.07692307692307693,0.7692307692307693,0.15384615384615385,jama,58,B,True
Merge_Q60,24.135851764326258,27.094249497342872,C,51.230101261669134,-2.9583977330166142,0.15384615384615385,0.5384615384615384,0.3076923076923077,medxpert,59,D,False
Merge_Q61,14.715314687950725,21.37523832603325,NONE,36.09055301398398,-6.659923638082526,0.26666666666666666,0.2,0.5333333333333333,mmlu,60,A,False
Merge_Q62,36.62463597299745,51.21838114382441,A,87.84301711682187,-14.593745170826956,0.1111111111111111,0.6666666666666666,0.2222222222222222,jama,61,A,True
Merge_Q63,34.811470111266615,40.63873801973793,C,75.45020813100454,-5.827267908471313,0.25,0.5,0.25,medbullets,62,C,True
Merge_Q64,61.11742429938692,49.19388828083168,C,110.3113125802186,11.92353601855524,0.16666666666666666,0.6666666666666666,0.16666666666666666,jama,63,C,True
Merge_Q65,18.164309419832104,20.743928053369483,C,38.90823747320159,-2.579618633537379,0.16666666666666666,0.5,0.3333333333333333,jama,64,B,False
